id,user_id,point_id,tour_visit_activity_id,seq_number_of_visits,created_at,updated_at,language
3396,3647,3712.0,799,1,7/28/2018 9:41,7/28/2018 9:41,3
3397,3647,3713.0,799,1,7/28/2018 9:39,7/28/2018 9:39,3
3398,3647,3715.0,799,1,7/28/2018 9:30,7/28/2018 9:30,3
3399,3647,3714.0,799,1,7/28/2018 9:14,7/28/2018 9:14,3
3400,3645,3797.0,800,1,7/28/2018 10:29,7/28/2018 10:29,3
3401,3645,3796.0,800,1,7/28/2018 10:27,7/28/2018 10:27,3
3402,3645,3795.0,800,1,7/28/2018 10:23,7/28/2018 10:23,3
3403,3645,3794.0,800,1,7/28/2018 10:10,7/28/2018 10:10,3
3404,3645,3793.0,800,1,7/28/2018 9:57,7/28/2018 9:57,3
3405,3645,3792.0,800,1,7/28/2018 9:55,7/28/2018 9:55,3
3406,3645,3791.0,800,1,7/28/2018 9:52,7/28/2018 9:52,3
3407,3645,3790.0,800,1,7/28/2018 9:49,7/28/2018 9:49,3
3408,3645,3789.0,800,1,7/28/2018 9:49,7/28/2018 9:49,3
3409,3645,3788.0,800,1,7/28/2018 9:47,7/28/2018 9:47,3
3410,3645,3787.0,800,1,7/28/2018 9:45,7/28/2018 9:45,3
3411,3645,3786.0,800,1,7/28/2018 9:43,7/28/2018 9:43,3
3412,3645,3785.0,800,1,7/28/2018 9:36,7/28/2018 9:36,3
3413,3645,3784.0,800,1,7/28/2018 9:22,7/28/2018 9:22,3
3414,3497,3716.0,801,1,7/28/2018 9:46,7/28/2018 9:46,3
3415,3497,3715.0,801,1,7/28/2018 9:41,7/28/2018 9:41,3
3416,3497,3714.0,801,1,7/28/2018 9:37,7/28/2018 9:37,3
3417,3649,3718.0,802,1,7/28/2018 12:00,7/28/2018 12:00,3
3418,3649,3717.0,802,1,7/28/2018 10:10,7/28/2018 10:10,3
3419,3649,3712.0,802,1,7/28/2018 10:08,7/28/2018 10:08,3
3420,3649,3713.0,802,1,7/28/2018 10:07,7/28/2018 10:07,3
3421,3649,3714.0,802,1,7/28/2018 10:06,7/28/2018 10:06,3
3422,3649,3716.0,802,1,7/28/2018 9:46,7/28/2018 9:46,3
3423,3649,3715.0,802,1,7/28/2018 9:41,7/28/2018 9:41,3
3424,3655,3785.0,803,1,7/28/2018 9:47,7/28/2018 9:47,3
3425,3655,3784.0,803,1,7/28/2018 9:42,7/28/2018 9:42,3
3426,3523,3718.0,804,1,7/28/2018 10:11,7/28/2018 10:11,3
3427,3523,3715.0,804,1,7/28/2018 9:55,7/28/2018 9:55,3
3428,3523,3714.0,804,1,7/28/2018 9:51,7/28/2018 9:51,3
3429,3523,3713.0,804,1,7/28/2018 9:42,7/28/2018 9:42,3
3430,3523,3712.0,804,1,7/28/2018 9:42,7/28/2018 9:42,3
3431,3523,3717.0,804,1,7/28/2018 9:42,7/28/2018 9:42,3
3432,3695,3618.0,805,1,7/28/2018 12:23,7/28/2018 12:23,3
3433,3695,3606.0,805,1,7/28/2018 10:59,7/28/2018 10:59,3
3434,3623,5135.0,806,1,7/28/2018 11:57,7/28/2018 11:57,3
3435,3694,3201.0,807,1,7/28/2018 18:47,7/28/2018 18:47,3
3436,3694,3200.0,807,1,7/28/2018 18:39,7/28/2018 18:39,3
3437,3694,3198.0,807,1,7/28/2018 18:28,7/28/2018 18:28,3
3438,3694,3203.0,807,1,7/28/2018 18:20,7/28/2018 18:20,3
3439,3694,3204.0,807,1,7/28/2018 18:15,7/28/2018 18:15,3
3440,3694,3196.0,807,1,7/28/2018 17:52,7/28/2018 17:52,3
3441,3694,3195.0,807,1,7/28/2018 17:47,7/28/2018 17:47,3
3442,3694,3197.0,807,1,7/28/2018 17:40,7/28/2018 17:40,3
3443,3694,3083.0,807,1,7/28/2018 17:32,7/28/2018 17:32,3
3444,3694,3085.0,807,1,7/28/2018 17:16,7/28/2018 17:16,3
3445,3694,3084.0,807,1,7/28/2018 17:13,7/28/2018 17:13,3
3446,3694,3192.0,807,1,7/28/2018 16:49,7/28/2018 16:49,3
3447,3657,3826.0,808,1,7/29/2018 10:43,7/29/2018 10:43,3
3448,3657,3825.0,808,1,7/29/2018 10:42,7/29/2018 10:42,3
3449,3657,3820.0,808,1,7/29/2018 10:39,7/29/2018 10:39,3
3450,3657,3817.0,808,1,7/29/2018 10:11,7/29/2018 10:11,3
3451,3657,3828.0,808,1,7/29/2018 10:05,7/29/2018 10:05,3
3452,3657,3816.0,808,1,7/29/2018 10:03,7/29/2018 10:03,3
3453,3657,3824.0,808,1,7/29/2018 9:42,7/29/2018 9:42,3
3454,3657,3819.0,808,1,7/29/2018 9:41,7/29/2018 9:41,3
3455,3657,3818.0,808,1,7/29/2018 9:40,7/29/2018 9:40,3
3456,3703,2893.0,809,1,7/29/2018 20:05,7/29/2018 20:05,3
3457,3704,5136.0,810,1,7/30/2018 13:42,7/30/2018 13:42,3
3458,3704,5135.0,810,1,7/30/2018 13:34,7/30/2018 13:34,3
3459,3704,5134.0,810,1,7/30/2018 13:26,7/30/2018 13:26,3
3460,3704,5132.0,810,1,7/30/2018 13:17,7/30/2018 13:17,3
3461,3704,5129.0,810,1,7/30/2018 12:56,7/30/2018 12:56,3
3462,3707,7375.0,811,1,8/13/2018 18:21,8/13/2018 18:21,3
3463,3707,7373.0,811,1,8/13/2018 18:19,8/13/2018 18:19,3
3464,3707,7369.0,811,1,8/13/2018 18:14,8/13/2018 18:14,3
3465,3707,7390.0,811,1,8/13/2018 16:09,8/13/2018 16:09,3
3466,3707,7389.0,811,1,8/13/2018 16:09,8/13/2018 16:09,3
3467,3707,7388.0,811,1,8/13/2018 4:16,8/13/2018 4:16,3
3468,3707,7386.0,811,1,8/13/2018 4:15,8/13/2018 4:15,3
3469,3707,7385.0,811,1,8/13/2018 4:15,8/13/2018 4:15,3
3470,3707,7384.0,811,1,8/13/2018 4:15,8/13/2018 4:15,3
3471,3707,7383.0,811,1,8/13/2018 4:15,8/13/2018 4:15,3
3472,3707,7382.0,811,1,8/13/2018 4:15,8/13/2018 4:15,3
3473,3707,7381.0,811,1,8/13/2018 4:14,8/13/2018 4:14,3
3474,3707,7380.0,811,1,8/13/2018 4:14,8/13/2018 4:14,3
3475,3707,7379.0,811,1,8/13/2018 4:14,8/13/2018 4:14,3
3476,3707,7378.0,811,1,8/13/2018 4:13,8/13/2018 4:13,3
3477,3707,7377.0,811,1,8/13/2018 4:13,8/13/2018 4:13,3
3478,3707,7376.0,811,1,8/13/2018 4:13,8/13/2018 4:13,3
3479,3707,7374.0,811,1,8/13/2018 4:12,8/13/2018 4:12,3
3480,3707,7372.0,811,1,8/13/2018 4:11,8/13/2018 4:11,3
3481,3707,7371.0,811,1,8/13/2018 4:10,8/13/2018 4:10,3
3482,3707,7370.0,811,1,8/13/2018 4:10,8/13/2018 4:10,3
3483,3707,7368.0,811,1,8/13/2018 4:08,8/13/2018 4:08,3
3484,3707,7324.0,811,1,7/30/2018 22:14,7/30/2018 22:14,3
3485,3707,7328.0,811,1,7/30/2018 22:13,7/30/2018 22:13,3
3486,3717,5135.0,812,1,8/1/2018 13:15,8/1/2018 13:15,3
3487,3717,5134.0,812,1,8/1/2018 13:11,8/1/2018 13:11,3
3488,3717,5132.0,812,1,8/1/2018 13:02,8/1/2018 13:02,3
3489,3717,5131.0,812,1,8/1/2018 13:01,8/1/2018 13:01,3
3490,3717,5130.0,812,1,8/1/2018 12:51,8/1/2018 12:51,3
3491,3717,5129.0,812,1,8/1/2018 8:48,8/1/2018 8:48,3
3492,3718,638.0,813,1,8/1/2018 12:02,8/1/2018 12:02,3
3493,3718,692.0,813,1,8/1/2018 11:53,8/1/2018 11:53,3
3494,3718,706.0,813,1,8/1/2018 11:25,8/1/2018 11:25,3
3495,3718,688.0,813,1,8/1/2018 11:22,8/1/2018 11:22,3
3496,3718,691.0,813,1,8/1/2018 11:12,8/1/2018 11:12,3
3497,3718,642.0,813,1,8/1/2018 11:08,8/1/2018 11:08,3
3498,3718,687.0,813,1,8/1/2018 11:05,8/1/2018 11:05,3
3499,3718,693.0,813,1,8/1/2018 11:02,8/1/2018 11:02,3
3500,3718,704.0,813,1,8/1/2018 10:58,8/1/2018 10:58,3
3501,3718,641.0,813,1,8/1/2018 10:54,8/1/2018 10:54,3
3502,3718,640.0,813,1,8/1/2018 10:47,8/1/2018 10:47,3
3503,3718,639.0,813,1,8/1/2018 10:46,8/1/2018 10:46,3
3504,3717,3997.0,814,1,8/1/2018 15:42,8/1/2018 15:42,3
3505,3704,4180.0,815,1,8/2/2018 9:18,8/2/2018 9:18,3
3506,3704,4181.0,815,1,8/2/2018 9:08,8/2/2018 9:08,3
3507,3704,4183.0,815,1,8/2/2018 8:56,8/2/2018 8:56,3
3508,3704,4182.0,815,1,8/2/2018 8:53,8/2/2018 8:53,3
3509,3704,4177.0,815,1,8/2/2018 8:45,8/2/2018 8:45,3
3510,3704,4176.0,815,1,8/2/2018 8:42,8/2/2018 8:42,3
3511,3704,4178.0,815,1,8/2/2018 8:40,8/2/2018 8:40,3
3512,3724,3653.0,816,1,8/2/2018 19:44,8/2/2018 19:44,3
3513,3724,3651.0,816,1,8/2/2018 19:43,8/2/2018 19:43,3
3514,3724,3634.0,816,1,8/2/2018 19:38,8/2/2018 19:38,3
3515,3724,3639.0,816,1,8/2/2018 19:26,8/2/2018 19:26,3
3516,3724,3642.0,816,1,8/2/2018 19:26,8/2/2018 19:26,3
3517,3724,3638.0,816,1,8/2/2018 19:09,8/2/2018 19:09,3
3518,3724,3628.0,816,1,8/2/2018 15:52,8/2/2018 15:52,3
3519,3724,3640.0,816,1,8/2/2018 15:46,8/2/2018 15:46,3
3520,3724,3627.0,816,1,8/2/2018 15:17,8/2/2018 15:17,3
3521,3724,3654.0,816,1,8/2/2018 15:17,8/2/2018 15:17,3
3522,3724,3641.0,816,1,8/2/2018 15:16,8/2/2018 15:16,3
3523,3724,3644.0,816,1,8/2/2018 15:15,8/2/2018 15:15,3
3524,3724,3643.0,816,1,8/2/2018 15:14,8/2/2018 15:14,3
3525,3727,2197.0,817,1,8/3/2018 12:19,8/3/2018 12:19,3
3526,3727,2148.0,817,1,8/3/2018 10:38,8/3/2018 10:38,3
3527,3727,2198.0,817,1,8/3/2018 10:30,8/3/2018 10:30,3
3528,3727,2199.0,817,1,8/3/2018 10:28,8/3/2018 10:28,3
3529,3727,2200.0,817,1,8/3/2018 10:06,8/3/2018 10:06,3
3530,3727,2204.0,817,1,8/3/2018 9:57,8/3/2018 9:57,3
3531,3736,3614.0,818,1,8/4/2018 11:26,8/4/2018 11:26,3
3532,3736,3613.0,818,1,8/4/2018 10:31,8/4/2018 10:31,3
3533,3736,3612.0,818,1,8/4/2018 10:28,8/4/2018 10:28,3
3534,3736,3606.0,818,1,8/4/2018 10:09,8/4/2018 10:09,3
3535,3657,3613.0,819,1,8/4/2018 10:22,8/4/2018 10:22,3
3536,3657,3612.0,819,1,8/4/2018 10:19,8/4/2018 10:19,3
3537,3657,3606.0,819,1,8/4/2018 10:09,8/4/2018 10:09,3
3538,3736,4018.0,820,1,8/4/2018 10:29,8/4/2018 10:29,3
3539,3731,2878.0,821,1,8/4/2018 16:04,8/4/2018 16:04,3
3540,3731,2877.0,821,1,8/4/2018 15:36,8/4/2018 15:36,3
3541,3731,2876.0,821,1,8/4/2018 15:33,8/4/2018 15:33,3
3542,3731,2874.0,821,1,8/4/2018 15:12,8/4/2018 15:12,3
3543,3731,2872.0,821,1,8/4/2018 15:08,8/4/2018 15:08,3
3544,3731,2875.0,821,1,8/4/2018 15:05,8/4/2018 15:05,3
3545,3731,2896.0,821,1,8/4/2018 14:57,8/4/2018 14:57,3
3546,3692,3719.0,822,1,8/4/2018 22:04,8/4/2018 22:04,3
3547,3692,3201.0,822,1,8/4/2018 21:41,8/4/2018 21:41,3
3548,3692,3200.0,822,1,8/4/2018 21:34,8/4/2018 21:34,3
3549,3692,3198.0,822,1,8/4/2018 21:07,8/4/2018 21:07,3
3550,3692,3204.0,822,1,8/4/2018 20:35,8/4/2018 20:35,3
3551,3692,3195.0,822,1,8/4/2018 19:34,8/4/2018 19:34,3
3552,3692,3083.0,822,1,8/4/2018 19:07,8/4/2018 19:07,3
3553,3692,3197.0,822,1,8/4/2018 19:04,8/4/2018 19:04,3
3554,3692,3191.0,822,1,8/4/2018 19:02,8/4/2018 19:02,3
3555,3692,3084.0,822,1,8/4/2018 18:43,8/4/2018 18:43,3
3556,3692,3085.0,822,1,8/4/2018 18:23,8/4/2018 18:23,3
3557,3692,3192.0,822,1,8/4/2018 18:02,8/4/2018 18:02,3
3558,3491,6580.0,823,1,8/5/2018 12:04,8/5/2018 12:04,3
3559,3491,6584.0,823,1,8/5/2018 11:30,8/5/2018 11:30,3
3560,3491,6577.0,823,1,8/5/2018 11:12,8/5/2018 11:12,3
3561,3491,6578.0,823,1,8/5/2018 9:51,8/5/2018 9:51,3
3562,3491,6579.0,823,1,8/5/2018 9:51,8/5/2018 9:51,3
3563,3491,6581.0,823,1,8/5/2018 8:59,8/5/2018 8:59,3
3564,3491,6582.0,823,1,8/5/2018 8:39,8/5/2018 8:39,3
3565,3491,6583.0,823,1,8/5/2018 8:39,8/5/2018 8:39,3
3566,3621,3809.0,824,1,8/5/2018 10:49,8/5/2018 10:49,3
3567,3621,3811.0,824,1,8/5/2018 10:44,8/5/2018 10:44,3
3568,3621,3810.0,824,1,8/5/2018 10:44,8/5/2018 10:44,3
3569,3621,3886.0,824,1,8/5/2018 10:22,8/5/2018 10:22,3
3570,3606,3924.0,825,1,8/5/2018 12:13,8/5/2018 12:13,3
3571,3606,3923.0,825,1,8/5/2018 10:57,8/5/2018 10:57,3
3572,3606,3931.0,825,1,8/5/2018 10:53,8/5/2018 10:53,3
3573,3606,3922.0,825,1,8/5/2018 10:53,8/5/2018 10:53,3
3574,3606,3932.0,825,1,8/5/2018 10:43,8/5/2018 10:43,3
3575,3606,3921.0,825,1,8/5/2018 10:40,8/5/2018 10:40,3
3576,3606,5095.0,825,1,8/5/2018 10:31,8/5/2018 10:31,3
3577,3659,3834.0,826,1,8/5/2018 11:30,8/5/2018 11:30,3
3578,3659,3833.0,826,1,8/5/2018 11:23,8/5/2018 11:23,3
3579,3659,3832.0,826,1,8/5/2018 11:21,8/5/2018 11:21,3
3580,3659,3831.0,826,1,8/5/2018 11:16,8/5/2018 11:16,3
3581,3659,3830.0,826,1,8/5/2018 10:53,8/5/2018 10:53,3
3582,3659,3829.0,826,1,8/5/2018 10:50,8/5/2018 10:50,3
3583,3684,3837.0,827,1,8/5/2018 11:38,8/5/2018 11:38,3
3584,3684,3836.0,827,1,8/5/2018 11:36,8/5/2018 11:36,3
3585,3684,3834.0,827,1,8/5/2018 11:23,8/5/2018 11:23,3
3586,3684,3833.0,827,1,8/5/2018 11:21,8/5/2018 11:21,3
3587,3684,3832.0,827,1,8/5/2018 11:18,8/5/2018 11:18,3
3588,3684,3831.0,827,1,8/5/2018 11:13,8/5/2018 11:13,3
3589,3684,3830.0,827,1,8/5/2018 11:05,8/5/2018 11:05,3
3590,3684,3829.0,827,1,8/5/2018 10:59,8/5/2018 10:59,3
3591,3747,928.0,828,1,8/5/2018 12:00,8/5/2018 12:00,3
3592,3747,927.0,828,1,8/5/2018 11:51,8/5/2018 11:51,3
3593,3747,926.0,828,1,8/5/2018 11:44,8/5/2018 11:44,3
3594,3747,925.0,828,1,8/5/2018 11:41,8/5/2018 11:41,3
3595,3747,924.0,828,1,8/5/2018 11:34,8/5/2018 11:34,3
3596,3747,922.0,828,1,8/5/2018 11:17,8/5/2018 11:17,3
3597,3747,921.0,828,1,8/5/2018 11:02,8/5/2018 11:02,3
3598,3725,3613.0,829,1,8/5/2018 11:14,8/5/2018 11:14,3
3599,3738,3783.0,830,1,8/5/2018 12:27,8/5/2018 12:27,3
3600,3738,3782.0,830,1,8/5/2018 12:25,8/5/2018 12:25,3
3601,3738,3781.0,830,1,8/5/2018 12:11,8/5/2018 12:11,3
3602,3738,3780.0,830,1,8/5/2018 12:05,8/5/2018 12:05,3
3603,3738,3779.0,830,1,8/5/2018 12:01,8/5/2018 12:01,3
3604,3738,3778.0,830,1,8/5/2018 11:56,8/5/2018 11:56,3
3605,3738,3777.0,830,1,8/5/2018 11:53,8/5/2018 11:53,3
3606,3738,3776.0,830,1,8/5/2018 11:51,8/5/2018 11:51,3
3607,3738,3775.0,830,1,8/5/2018 11:47,8/5/2018 11:47,3
3608,3738,3774.0,830,1,8/5/2018 11:42,8/5/2018 11:42,3
3609,3745,3615.0,831,1,8/5/2018 11:56,8/5/2018 11:56,3
3610,3745,3614.0,831,1,8/5/2018 11:52,8/5/2018 11:52,3
3611,3730,3713.0,832,1,8/5/2018 14:20,8/5/2018 14:20,3
3612,3730,3714.0,832,1,8/5/2018 13:58,8/5/2018 13:58,3
3613,3730,3715.0,832,1,8/5/2018 13:48,8/5/2018 13:48,3
3614,3747,864.0,833,1,8/6/2018 12:30,8/6/2018 12:30,3
3615,3747,863.0,833,1,8/6/2018 12:26,8/6/2018 12:26,3
3616,3747,862.0,833,1,8/6/2018 12:19,8/6/2018 12:19,3
3617,3747,860.0,833,1,8/6/2018 12:07,8/6/2018 12:07,3
3618,3747,859.0,833,1,8/6/2018 11:49,8/6/2018 11:49,3
3619,3747,858.0,833,1,8/6/2018 11:40,8/6/2018 11:40,3
3620,3747,861.0,833,1,8/6/2018 11:38,8/6/2018 11:38,3
3621,3757,5145.0,834,1,8/8/2018 9:09,8/8/2018 9:09,3
3622,3757,5144.0,834,1,8/8/2018 9:06,8/8/2018 9:06,3
3623,3757,5143.0,834,1,8/8/2018 8:55,8/8/2018 8:55,3
3624,3757,5142.0,834,1,8/8/2018 8:53,8/8/2018 8:53,3
3625,3757,5141.0,834,1,8/8/2018 8:49,8/8/2018 8:49,3
3626,3757,5140.0,834,1,8/8/2018 8:46,8/8/2018 8:46,3
3627,3757,5139.0,834,1,8/8/2018 8:45,8/8/2018 8:45,3
3628,3757,5138.0,834,1,8/8/2018 8:13,8/8/2018 8:13,3
3629,3760,3915.0,835,1,8/8/2018 10:56,8/8/2018 10:56,3
3630,3760,3913.0,835,1,8/8/2018 10:31,8/8/2018 10:31,3
3631,3760,3914.0,835,1,8/8/2018 9:51,8/8/2018 9:51,3
3632,3760,3912.0,835,1,8/8/2018 9:50,8/8/2018 9:50,3
3633,3760,3911.0,835,1,8/8/2018 9:48,8/8/2018 9:48,3
3634,3760,3908.0,835,1,8/8/2018 9:18,8/8/2018 9:18,3
3635,3766,3192.0,836,1,8/9/2018 17:06,8/9/2018 17:06,3
3636,3767,3197.0,837,1,8/9/2018 18:44,8/9/2018 18:44,3
3637,3767,3195.0,837,1,8/9/2018 18:38,8/9/2018 18:38,3
3638,3767,3085.0,837,1,8/9/2018 17:50,8/9/2018 17:50,3
3639,3767,3084.0,837,1,8/9/2018 17:44,8/9/2018 17:44,3
3640,3654,3715.0,838,1,8/10/2018 9:40,8/10/2018 9:40,3
3641,3654,3714.0,838,1,8/10/2018 9:38,8/10/2018 9:38,3
3642,3654,3713.0,838,1,8/10/2018 9:06,8/10/2018 9:06,3
3643,3654,3712.0,838,1,8/10/2018 9:05,8/10/2018 9:05,3
3644,3654,3717.0,838,1,8/10/2018 9:03,8/10/2018 9:03,3
3645,3770,2875.0,839,1,8/10/2018 18:37,8/10/2018 18:37,3
3646,3770,2872.0,839,1,8/10/2018 18:36,8/10/2018 18:36,3
3647,3770,2874.0,839,1,8/10/2018 18:36,8/10/2018 18:36,3
3648,3770,2901.0,839,1,8/10/2018 18:35,8/10/2018 18:35,3
3649,3770,2873.0,839,1,8/10/2018 18:34,8/10/2018 18:34,3
3650,3607,3957.0,840,1,8/11/2018 9:49,8/11/2018 9:49,3
3651,3607,3956.0,840,1,8/11/2018 9:13,8/11/2018 9:13,3
3652,3607,3955.0,840,1,8/11/2018 9:13,8/11/2018 9:13,3
3653,3757,3621.0,841,1,8/11/2018 12:43,8/11/2018 12:43,3
3654,3757,3619.0,841,1,8/11/2018 12:19,8/11/2018 12:19,3
3655,3757,3618.0,841,1,8/11/2018 11:45,8/11/2018 11:45,3
3656,3757,3617.0,841,1,8/11/2018 11:33,8/11/2018 11:33,3
3657,3757,3615.0,841,1,8/11/2018 10:39,8/11/2018 10:39,3
3658,3757,3614.0,841,1,8/11/2018 10:36,8/11/2018 10:36,3
3659,3757,3613.0,841,1,8/11/2018 10:19,8/11/2018 10:19,3
3660,3757,3612.0,841,1,8/11/2018 10:13,8/11/2018 10:13,3
3661,3757,3606.0,841,1,8/11/2018 9:28,8/11/2018 9:28,3
3662,3774,7111.0,842,1,8/11/2018 10:54,8/11/2018 10:54,3
3663,3774,7108.0,842,1,8/11/2018 10:41,8/11/2018 10:41,3
3664,3774,7109.0,842,1,8/11/2018 10:05,8/11/2018 10:05,3
3665,3774,7112.0,842,1,8/11/2018 9:36,8/11/2018 9:36,3
3666,3774,7245.0,842,1,8/11/2018 9:29,8/11/2018 9:29,3
3667,3654,3836.0,843,1,8/11/2018 11:08,8/11/2018 11:08,3
3668,3654,3835.0,843,1,8/11/2018 11:03,8/11/2018 11:03,3
3669,3654,3832.0,843,1,8/11/2018 10:04,8/11/2018 10:04,3
3670,3654,3834.0,843,1,8/11/2018 10:01,8/11/2018 10:01,3
3671,3654,3833.0,843,1,8/11/2018 9:52,8/11/2018 9:52,3
3672,3654,3830.0,843,1,8/11/2018 9:41,8/11/2018 9:41,3
3673,3654,3829.0,843,1,8/11/2018 9:34,8/11/2018 9:34,3
3674,3779,3139.0,844,1,8/11/2018 16:39,8/11/2018 16:39,3
3675,3775,3955.0,845,1,8/12/2018 10:05,8/12/2018 10:05,3
3676,3775,3956.0,845,1,8/12/2018 10:01,8/12/2018 10:01,3
3677,3622,3891.0,846,1,8/4/2019 11:01,8/4/2019 11:01,3
3678,3622,3890.0,846,1,8/4/2019 10:53,8/4/2019 10:53,3
3679,3622,3889.0,846,1,8/4/2019 10:51,8/4/2019 10:51,3
3680,3622,3888.0,846,1,8/4/2019 10:43,8/4/2019 10:43,3
3681,3622,3811.0,846,1,8/4/2019 10:26,8/4/2019 10:26,3
3682,3622,3810.0,846,1,8/4/2019 10:20,8/4/2019 10:20,3
3683,3622,3887.0,846,1,8/12/2018 11:26,8/12/2018 11:26,3
3684,3622,3809.0,846,1,8/12/2018 10:38,8/12/2018 10:38,3
3685,3786,5629.0,847,1,8/12/2018 18:19,8/12/2018 18:19,3
3686,3785,1184.0,848,1,8/12/2018 19:21,8/12/2018 19:21,3
3687,3785,1161.0,848,1,8/12/2018 18:49,8/12/2018 18:49,3
3688,3785,1160.0,848,1,8/12/2018 18:47,8/12/2018 18:47,3
3689,3785,1159.0,848,1,8/12/2018 18:47,8/12/2018 18:47,3
3690,3785,1158.0,848,1,8/12/2018 18:43,8/12/2018 18:43,3
3691,3785,1169.0,848,1,8/12/2018 18:35,8/12/2018 18:35,3
3692,3785,1170.0,848,1,8/12/2018 18:35,8/12/2018 18:35,3
3693,3785,1176.0,848,1,8/12/2018 18:35,8/12/2018 18:35,3
3694,3407,6625.0,849,1,8/13/2018 15:25,8/13/2018 15:25,3
3695,3407,6624.0,849,1,8/13/2018 15:21,8/13/2018 15:21,3
3696,3407,6623.0,849,1,8/13/2018 15:18,8/13/2018 15:18,3
3697,3407,6621.0,849,1,8/13/2018 15:02,8/13/2018 15:02,3
3698,3407,6622.0,849,1,8/13/2018 15:01,8/13/2018 15:01,3
3699,3407,6620.0,849,1,8/13/2018 14:52,8/13/2018 14:52,3
3700,3407,6619.0,849,1,8/13/2018 14:47,8/13/2018 14:47,3
3701,3407,6618.0,849,1,8/13/2018 14:42,8/13/2018 14:42,3
3702,3407,6822.0,849,1,8/13/2018 14:39,8/13/2018 14:39,3
3703,3407,6821.0,849,1,8/13/2018 14:38,8/13/2018 14:38,3
3704,3407,6617.0,849,1,8/13/2018 14:34,8/13/2018 14:34,3
3705,3407,6616.0,849,1,8/13/2018 14:31,8/13/2018 14:31,3
3706,3407,6614.0,849,1,8/13/2018 14:28,8/13/2018 14:28,3
3707,3407,6615.0,849,1,8/13/2018 14:24,8/13/2018 14:24,3
3708,3407,6613.0,849,1,8/13/2018 14:23,8/13/2018 14:23,3
3709,3407,6612.0,849,1,8/13/2018 14:19,8/13/2018 14:19,3
3710,3407,6611.0,849,1,8/13/2018 14:14,8/13/2018 14:14,3
3711,3789,6535.0,850,1,8/14/2018 9:43,8/14/2018 9:43,3
3712,3789,6534.0,850,1,8/14/2018 9:43,8/14/2018 9:43,3
3713,3802,769.0,851,1,8/16/2018 11:28,8/16/2018 11:28,3
3714,3802,770.0,851,1,8/16/2018 11:26,8/16/2018 11:26,3
3715,3802,771.0,851,1,8/16/2018 11:24,8/16/2018 11:24,3
3716,3802,768.0,851,1,8/16/2018 9:40,8/16/2018 9:40,3
3717,3802,766.0,851,1,8/16/2018 9:40,8/16/2018 9:40,3
3718,3802,767.0,851,1,8/16/2018 9:35,8/16/2018 9:35,3
3719,3603,4837.0,852,1,8/16/2018 14:19,8/16/2018 14:19,3
3720,3603,4841.0,852,1,8/16/2018 12:48,8/16/2018 12:48,3
3721,3603,4838.0,852,1,8/16/2018 12:04,8/16/2018 12:04,3
3722,3603,4835.0,852,1,8/16/2018 11:51,8/16/2018 11:51,3
3723,3603,4848.0,852,1,8/16/2018 11:23,8/16/2018 11:23,3
3724,3603,4849.0,852,1,8/16/2018 11:20,8/16/2018 11:20,3
3725,3603,4258.0,852,1,8/16/2018 11:14,8/16/2018 11:14,3
3726,1582,5864.0,853,1,8/16/2018 17:04,8/16/2018 17:04,3
3727,3444,3713.0,854,1,8/18/2018 8:51,8/18/2018 8:51,3
3728,3774,3811.0,855,1,8/18/2018 14:23,8/18/2018 14:23,3
3729,3774,3887.0,855,1,8/18/2018 13:55,8/18/2018 13:55,3
3730,3774,3809.0,855,1,8/18/2018 10:35,8/18/2018 10:35,3
3731,3774,3810.0,855,1,8/18/2018 10:30,8/18/2018 10:30,3
3732,3774,3886.0,855,1,8/18/2018 10:28,8/18/2018 10:28,3
3733,3760,3621.0,856,1,8/18/2018 14:15,8/18/2018 14:15,3
3734,3760,3619.0,856,1,8/18/2018 13:38,8/18/2018 13:38,3
3735,3760,3618.0,856,1,8/18/2018 11:51,8/18/2018 11:51,3
3736,3760,3615.0,856,1,8/18/2018 11:12,8/18/2018 11:12,3
3737,3760,3613.0,856,1,8/18/2018 10:31,8/18/2018 10:31,3
3738,3760,3612.0,856,1,8/18/2018 10:28,8/18/2018 10:28,3
3739,3800,7265.0,857,1,8/19/2018 0:23,8/19/2018 0:23,3
3740,3800,7264.0,857,1,8/19/2018 0:11,8/19/2018 0:11,3
3741,3800,7263.0,857,1,8/19/2018 0:07,8/19/2018 0:07,3
3742,3800,7262.0,857,1,8/19/2018 0:01,8/19/2018 0:01,3
3743,3800,7261.0,857,1,8/18/2018 23:56,8/18/2018 23:56,3
3744,3800,7260.0,857,1,8/18/2018 23:51,8/18/2018 23:51,3
3745,3800,7259.0,857,1,8/18/2018 23:46,8/18/2018 23:46,3
3746,3800,7258.0,857,1,8/18/2018 23:40,8/18/2018 23:40,3
3747,3800,7256.0,857,1,8/18/2018 23:32,8/18/2018 23:32,3
3748,3800,7255.0,857,1,8/18/2018 23:28,8/18/2018 23:28,3
3749,3800,7254.0,857,1,8/18/2018 23:23,8/18/2018 23:23,3
3750,3800,7251.0,857,1,8/18/2018 23:12,8/18/2018 23:12,3
3751,3800,7250.0,857,1,8/18/2018 23:08,8/18/2018 23:08,3
3752,3800,7266.0,857,1,8/18/2018 23:05,8/18/2018 23:05,3
3753,3800,7208.0,857,1,8/18/2018 23:01,8/18/2018 23:01,3
